Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_SVM
FDG53,OUT046,1820.2130683553771
FDL15,OUT010,1829.6119830209232
FDQ08,OUT049,1674.4971632967074
DRN36,OUT013,1742.9006449921378
FDI46,OUT013,1853.587215246142
FDG16,OUT027,1835.8875761775273
FDV32,OUT013,1697.8774685641315
FDF44,OUT010,1783.0805111988234
FDK04,OUT018,1667.8627665180825
NCA41,OUT013,1874.2221064097325
FDD51,OUT017,1565.630056669459
NCZ53,OUT045,1883.283686743593
FDP01,OUT027,1841.0220452796952
FDY25,OUT049,1897.9864878295703
FDB17,OUT018,1898.8455852220713
NCV54,OUT018,1788.3967672565134
FDJ32,OUT017,1681.7139423508968
FDA37,OUT049,1792.9544065200103
FDG35,OUT035,1825.2713943848803
NCM05,OUT018,1817.3060760038384
FDG45,OUT046,1830.7553716680807
FDH28,OUT013,1592.728518430388
NCE18,OUT049,1850.635258001851
FDH38,OUT045,1779.8969033822357
FDR56,OUT013,1858.154332357149
FDH17,OUT027,1747.022865513159
FDD39,OUT049,1833.2294073003347
FDB41,OUT049,1656.144178322113
NCR53,OUT046,1843.168964313384
FDX46,OUT017,1626.6261465919674
FDV28,OUT049,1640.9360563599262
FDA08,OUT018,1856.455079598091
FDH45,OUT017,1566.4570650298433
NCS38,OUT010,1765.0654302051475
FDD40,OUT010,1838.5781618156952
DRM59,OUT035,1818.4932420618557
NCJ43,OUT018,1845.203735941167
NCN29,OUT013,1613.3759157381064
NCC19,OUT045,1853.3136264978389
FDR56,OUT035,1871.597908349337
FDZ43,OUT049,1852.0004944993518
FDJ32,OUT010,1678.7505437387736
DRH03,OUT017,1723.8706624307304
NCZ54,OUT035,1849.0689750691283
FDE26,OUT017,1842.2365442102014
FDS03,OUT045,1705.5505683703761
DRZ24,OUT019,1784.6918280526459
FDO48,OUT027,1843.43026771401
FDW39,OUT049,1850.001640059784
NCK05,OUT049,1734.338514211742
NCK30,OUT017,1867.91406196778
FDT27,OUT018,1852.754047888396
FDS08,OUT019,1883.6682394056354
NCJ19,OUT049,1682.5069345144914
FDC58,OUT045,1577.0223109064054
DRE37,OUT013,1889.3794067338445
FDW02,OUT035,1790.5942666662495
FDJ02,OUT010,1831.374603155904
FDX09,OUT045,1873.812442036997
FDT31,OUT010,1846.1036491213863
FDI24,OUT049,1887.052466842953
FDY09,OUT045,1892.2390177362065
FDV28,OUT045,1648.6695412915606
DRM47,OUT049,1878.533690767843
FDT52,OUT019,1846.061749758002
FDI48,OUT018,1609.7367891594226
FDY55,OUT017,1869.4432505718935
FDU48,OUT013,1793.233677031138
FDN25,OUT045,1652.2751501236319
FDP20,OUT049,1793.874196527028
FDJ15,OUT013,1892.617531618578
FDD04,OUT018,1812.095021374579
FDY58,OUT045,1862.180690862609
FDR37,OUT018,1885.1160855306887
FDF44,OUT013,1785.3647619988492
FDD32,OUT045,1720.8811182530135
FDR57,OUT017,1816.5311622289528
DRG39,OUT027,1621.745238056663
FDX15,OUT017,1840.4024032550851
DRN37,OUT045,1851.0361823952235
FDW40,OUT027,1824.2460653063042
FDB32,OUT049,1738.6821570259026
FDM40,OUT018,1830.1150049065789
FDE39,OUT027,1800.248482751495
DRH49,OUT017,1740.8515244682135
FDT46,OUT049,1587.161798763789
NCF06,OUT035,1832.2295782806684
FDP07,OUT017,1857.838127806634
FDC04,OUT013,1852.4352596663032
FDZ32,OUT017,1752.9481858676122
FDD50,OUT045,1842.7470109232645
FDU56,OUT017,1887.3523388574383
FDV34,OUT017,1744.5096202457757
NCY41,OUT013,1640.890035383499
NCK18,OUT046,1848.248989140814
DRH25,OUT049,1676.0402979679022
FDT57,OUT046,1854.2043003214922
FDV56,OUT018,1744.7266780535515
FDV12,OUT045,1738.1849311471703
FDN52,OUT017,1703.0869930135266
FDX38,OUT035,1597.2778181591168
FDE47,OUT018,1797.7132832723878
NCO07,OUT013,1830.9859558762641
FDV09,OUT027,1842.6350379690605
FDZ23,OUT019,1879.306754029698
DRH51,OUT018,1719.0437522690256
NCY54,OUT045,1866.7976727981497
DRG49,OUT013,1834.5840215684984
NCC19,OUT049,1850.5624378012467
NCV53,OUT045,1835.0690951126494
FDZ47,OUT019,1741.9595920362867
NCO26,OUT018,1767.7767099398113
NCP02,OUT045,1693.1906127849347
NCW30,OUT018,1825.633398983086
NCN55,OUT046,1851.6781456973993
FDB20,OUT010,1745.9976546270584
DRL11,OUT013,1835.4816537043396
DRD60,OUT045,1890.517218940309
FDW14,OUT010,1708.53312737272
FDL27,OUT010,1741.6853793361104
FDU09,OUT018,1660.606167499539
DRH36,OUT027,1727.255050532182
FDP34,OUT027,1844.2394988806168
FDE04,OUT017,1854.5563079364065
FDZ57,OUT027,1796.6518108945281
FDF02,OUT010,1742.8948072752094
FDG28,OUT045,1845.5320516189224
NCI31,OUT046,1713.7115923611555
FDT43,OUT013,1629.7815410984306
FDU20,OUT046,1795.2399104541578
FDD53,OUT013,1584.701984284698
FDW15,OUT045,1842.710463333167
NCT53,OUT045,1820.4111699908683
NCG55,OUT027,1782.5992372083917
FDD48,OUT035,1770.7203359182827
FDG47,OUT049,1851.7862682922137
FDI21,OUT017,1725.4677918836621
FDT27,OUT017,1858.4661967191637
DRO35,OUT013,1788.518087849482
FDD33,OUT017,1863.98099587188
FDC04,OUT035,1848.8611339488489
FDY34,OUT013,1848.1817548283054
DRJ49,OUT049,1787.935827690578
FDE05,OUT049,1833.1755946116855
FDU31,OUT017,1840.303545489974
NCN19,OUT027,1893.73823780055
FDK56,OUT027,1899.1320183615132
FDK58,OUT017,1747.0289358416828
NCJ42,OUT035,1755.363870225138
FDZ34,OUT027,1897.9357520804424
FDA52,OUT018,1879.0331532103303
NCR29,OUT013,1670.2279924010425
FDT48,OUT035,1812.225964286783
DRJ51,OUT019,1846.2292219868089
NCS54,OUT046,1892.0924930025367
FDV01,OUT035,1829.8825351097155
DRG51,OUT027,1852.17963429793
NCG42,OUT013,1792.802747193896
FDA51,OUT049,1771.4579921828704
FDV19,OUT010,1841.3616413785403
NCT18,OUT045,1898.6329543437403
NCS41,OUT045,1895.4430650736836
FDO03,OUT046,1852.6090002549467
FDL12,OUT010,1682.235868000269
FDY37,OUT010,1823.6576243895495
FDI58,OUT049,1714.2596589935297
FDT28,OUT018,1839.1357362626447
NCC42,OUT010,1802.889591549007
FDO01,OUT017,1791.2918014125476
FDJ02,OUT013,1836.4683834710463
FDQ04,OUT018,1663.605716903325
DRL47,OUT013,1793.4042131243025
FDZ32,OUT035,1754.7831609042948
FDC35,OUT035,1819.5903907291222
FDX14,OUT045,1730.7038682666246
FDZ35,OUT013,1750.0858748799692
FDL14,OUT013,1825.1118682319282
FDO04,OUT049,1643.6585950224999
DRK11,OUT017,1832.6986845748827
FDB44,OUT018,1824.5781181799027
FDZ50,OUT049,1897.0313030124971
FDI12,OUT027,1714.8687648685961
FDU43,OUT017,1833.60031711575
FDD58,OUT010,1734.3622225273214
FDB27,OUT017,1860.019756836342
FDB04,OUT018,1699.1851945331846
NCO17,OUT013,1786.207348025589
FDL12,OUT017,1647.4678020556569
DRJ13,OUT049,1848.3778376446407
FDD57,OUT045,1737.148153312608
FDW19,OUT035,1756.4069504883053
DRD27,OUT018,1749.2107653747187
FDH27,OUT027,1842.547430551934
NCW30,OUT027,1865.2325458891619
FDR40,OUT018,1716.7780308719612
FDG05,OUT013,1837.861795986163
NCY41,OUT019,1626.5840770086365
FDI38,OUT018,1822.751562144053
FDR20,OUT046,1670.7982791687155
FDE09,OUT017,1751.662465942234
FDN50,OUT019,1732.0816326258428
DRF27,OUT045,1832.0941894481539
DRF51,OUT013,1606.88580148077
NCO02,OUT019,1740.209056124798
FDB51,OUT027,1674.7358473657478
FDJ50,OUT013,1635.9543962355147
FDN52,OUT013,1701.7509574467974
FDX14,OUT013,1710.5581414346234
FDT27,OUT019,1850.8164534751966
FDV10,OUT013,1634.364451781812
FDU33,OUT046,1640.276499447403
FDU58,OUT046,1854.3570939188255
NCP42,OUT027,1890.2921416309937
FDL51,OUT027,1834.033935268232
DRH15,OUT027,1572.2243667544706
FDU16,OUT017,1728.0039252096358
FDW15,OUT017,1842.7195697053785
FDQ44,OUT045,1794.2433839874186
NCI06,OUT027,1899.2016592044522
DRK23,OUT019,1856.4981313897285
FDC28,OUT035,1754.542421332509
NCY17,OUT019,1567.691128683641
NCV05,OUT018,1830.5690460270512
FDM34,OUT019,1791.1822892133714
DRD60,OUT027,1896.4006841398195
FDT38,OUT046,1722.9895096156442
FDQ57,OUT018,1831.863547913927
FDE59,OUT027,1617.4621820094237
NCM43,OUT046,1846.5508615607048
DRI51,OUT049,1858.584670556387
NCG30,OUT017,1794.7862780715084
NCK54,OUT035,1776.0841857311602
FDQ16,OUT019,1743.1917510872704
FDI36,OUT013,1875.3272778600572
FDX16,OUT027,1844.6143831076174
FDA34,OUT046,1891.6718124857016
FDJ48,OUT018,1854.0566390476513
FDU47,OUT035,1804.7096643181567
FDS39,OUT046,1826.3701851847434
FDD11,OUT046,1863.348218693848
FDM16,OUT027,1734.1679286665387
FDU56,OUT018,1883.7783248976853
FDQ32,OUT017,1799.109001577043
DRK35,OUT013,1621.3492488240408
FDA58,OUT049,1846.851287682273
DRG48,OUT019,1821.3978167343585
FDT59,OUT010,1856.903068627343
FDQ31,OUT019,1707.7466569418293
FDS51,OUT018,1688.6345728450958
FDW32,OUT027,1707.9666863252564
FDI15,OUT027,1843.3547270524798
NCV30,OUT017,1731.382274796458
DRG25,OUT049,1885.1339496249168
FDT02,OUT013,1665.9237267321241
FDO33,OUT027,1780.6669551759142
FDP38,OUT035,1608.0107927484255
FDZ45,OUT035,1869.9242380566877
NCA54,OUT027,1899.1691459093188
FDU33,OUT017,1637.2289344810044
FDN58,OUT017,1861.9446514623098
FDI05,OUT045,1742.1128519126714
FDM57,OUT019,1695.7369995419676
NCS42,OUT027,1722.5960226038183
FDB57,OUT045,1817.2705493581757
FDC03,OUT045,1865.8710310340539
FDZ58,OUT013,1796.8810577113902
NCK29,OUT045,1792.903067003392
NCR53,OUT045,1847.3335513561897
FDE26,OUT027,1843.4983674710506
FDU52,OUT049,1824.9496252821773
FDE41,OUT027,1701.9089981071158
FDU38,OUT018,1889.773076118861
FDA52,OUT017,1886.9044591595637
FDW46,OUT046,1716.0600544955232
DRI59,OUT035,1843.527742035397
FDT38,OUT035,1724.7500613088744
FDL33,OUT018,1845.504075553297
FDQ01,OUT027,1866.090475985763
FDJ08,OUT046,1889.3885437292593
FDQ47,OUT049,1664.4766721091958
NCZ18,OUT013,1839.5539938224256
FDE29,OUT017,1664.29118424013
FDF10,OUT027,1844.6646899913248
FDC48,OUT049,1701.1443276238822
FDY58,OUT013,1857.7567050105174
NCX30,OUT010,1839.4975465303837
FDV11,OUT013,1875.3764742299727
FDT46,OUT046,1590.0227480200915
DRD01,OUT019,1627.959391836056
FDQ11,OUT013,1826.5384390092504
NCM41,OUT017,1724.3601210345025
NCC55,OUT013,1609.6926608954666
FDG45,OUT027,1835.8947819725554
NCQ54,OUT049,1840.408364549446
FDM34,OUT045,1794.0038864233834
FDD17,OUT019,1851.8168479592239
FDN38,OUT027,1858.5272172397279
FDB53,OUT018,1839.9057903291489
NCL06,OUT035,1853.988110232913
NCV18,OUT019,1698.8600293793559
FDX25,OUT013,1889.6544825297008
FDB39,OUT046,1613.8238480457999
FDC33,OUT049,1859.2072734052515
NCO14,OUT018,1602.0212993173614
FDA58,OUT027,1859.1514729517903
NCQ02,OUT017,1894.3237034456874
NCR53,OUT017,1853.223548176292
FDN52,OUT046,1700.0129056698856
FDG26,OUT046,1851.1215554283817
FDE23,OUT027,1576.3064632773019
DRI37,OUT013,1664.0173745567492
DRH37,OUT018,1832.7431263935257
FDO01,OUT035,1791.1621424049636
FDK45,OUT049,1771.1878807652133
FDP23,OUT049,1824.0975470298808
FDM33,OUT035,1836.5530224737895
FDD36,OUT017,1796.2900746833263
FDL56,OUT017,1697.4088040999982
FDT27,OUT010,1850.6876529351416
FDG52,OUT017,1555.5376257454127
NCL42,OUT035,1830.1240439524029
DRJ24,OUT046,1881.8212166764986
FDV38,OUT046,1686.1963018361773
FDT35,OUT045,1831.8784833694742
FDY51,OUT045,1842.997263886252
FDC37,OUT017,1742.6535225021448
NCP43,OUT013,1877.6436591405402
FDO33,OUT045,1765.5625619618536
FDW04,OUT018,1784.7951796068971
NCC31,OUT046,1824.371351035103
FDK22,OUT049,1834.663037130845
FDJ50,OUT017,1635.8694146347043
FDV13,OUT017,1712.7171099050615
DRL60,OUT017,1832.3929829868423
FDW03,OUT017,1762.6639538872435
FDY27,OUT035,1842.5126963793675
FDB39,OUT027,1614.3452643606138
FDU59,OUT045,1823.049193310722
FDZ57,OUT049,1788.8357080250069
FDO21,OUT049,1851.7205013415205
FDS43,OUT018,1891.736590420905
FDU28,OUT010,1849.2713111766273
FDC51,OUT010,1790.5631366585058
FDW16,OUT010,1723.6659718133283
FDP32,OUT010,1788.914597780558
FDB60,OUT019,1875.0394347093495
NCQ30,OUT046,1787.8273500153848
FDD26,OUT049,1875.5543182142505
FDI44,OUT045,1714.4793190087125
DRH23,OUT046,1632.4003224069356
FDO44,OUT046,1749.03212848869
FDG04,OUT046,1890.3519203468065
FDM32,OUT027,1728.7048141044627
FDM09,OUT013,1875.7824102033317
FDZ47,OUT013,1753.6392704383643
FDM40,OUT027,1832.1026172619831
FDY48,OUT017,1745.5635953739395
NCM30,OUT045,1646.1575880010087
FDX36,OUT010,1845.637064248397
DRF03,OUT017,1655.8983848558644
FDN51,OUT049,1854.3006148173802
FDM57,OUT049,1692.524714363666
FDB35,OUT049,1727.627411097538
FDY13,OUT027,1708.496232043536
FDA37,OUT017,1792.3310483930518
NCX53,OUT017,1808.0272668871585
FDD59,OUT018,1704.4922006398006
FDX10,OUT019,1600.505675744398
FDC03,OUT018,1864.6858432672248
FDW43,OUT035,1818.0324389607265
FDW10,OUT046,1830.9188023255203
FDY14,OUT027,1855.34105327621
FDV43,OUT045,1582.6784628825037
FDO40,OUT013,1836.6536043176452
FDP46,OUT027,1726.698891061448
NCE43,OUT019,1861.7868259160216
FDD05,OUT035,1793.5618941412129
FDJ60,OUT010,1818.4117152873857
DRE27,OUT018,1740.0997642332898
FDO11,OUT035,1841.11647071839
DRG11,OUT027,1751.9425976824084
FDK33,OUT010,1825.63054823915
DRM23,OUT045,1864.137412186153
FDJ02,OUT027,1844.0358648434237
NCZ05,OUT045,1749.7666997486258
NCL30,OUT013,1795.7450792678708
FDZ19,OUT018,1844.8859341316722
FDM45,OUT049,1790.3648239534043
FDO36,OUT046,1852.7016485818908
NCK31,OUT045,1601.7384277793753
DRJ37,OUT045,1835.9288300964065
FDP24,OUT018,1791.2138566702267
FDF46,OUT013,1770.9083493706485
FDX46,OUT019,1639.698181693993
NCL18,OUT045,1858.960999220313
FDJ26,OUT013,1831.3470306720258
FDJ07,OUT045,1769.4256231573809
FDY15,OUT013,1833.7495503681519
DRG01,OUT045,1723.2392673755317
FDF58,OUT045,1706.4391701405375
FDZ14,OUT019,1786.4427089615801
FDP31,OUT049,1758.052973770846
FDH45,OUT013,1572.5771633046
FDA09,OUT010,1892.292456298494
FDW31,OUT035,1862.3410680917405
FDA57,OUT046,1641.048535050322
NCE55,OUT035,1871.4465199835515
FDC17,OUT019,1827.525085431075
FDC59,OUT013,1720.7672389771149
FDA22,OUT013,1842.8583133826257
FDK52,OUT035,1827.2863302547687
NCM26,OUT046,1821.8711224475544
NCT53,OUT035,1823.201278383494
FDW45,OUT018,1831.687498849792
NCI18,OUT035,1824.0076589970752
FDE38,OUT018,1826.435995936321
FDF08,OUT019,1705.0295918008392
FDY58,OUT010,1854.8928227149138
FDF58,OUT019,1690.846709525754
FDX39,OUT017,1832.1832153667578
FDB44,OUT049,1826.460073910688
FDF28,OUT013,1798.5270525790963
FDE39,OUT013,1777.3690790928952
FDT37,OUT018,1867.6076507973262
FDZ45,OUT017,1862.0869139135773
FDO40,OUT035,1835.9957883001257
FDM57,OUT027,1704.1553271260218
DRG36,OUT017,1887.71395788461
FDY36,OUT010,1742.6263231384225
DRL60,OUT027,1837.7980169902005
FDS25,OUT019,1750.058253499054
DRF49,OUT027,1770.4532975388795
FDP16,OUT045,1833.0474206135677
FDS60,OUT049,1846.4148979903352
FDU15,OUT027,1577.4161064710374
FDK43,OUT046,1789.971601276731
FDN25,OUT046,1668.74529726385
FDE53,OUT049,1743.7595221268557
FDB22,OUT013,1825.4586916135574
FDE39,OUT017,1787.9007171388919
FDX35,OUT035,1823.7237940256844
NCG54,OUT049,1879.1963120374758
FDH27,OUT035,1836.0060923609926
NCK42,OUT013,1824.886460119476
FDS25,OUT049,1758.828076754462
FDI10,OUT018,1867.4564366017066
FDU35,OUT035,1749.723183147894
FDI04,OUT017,1862.0255254756473
DRK23,OUT035,1843.6322497513852
FDB53,OUT019,1827.901712225173
FDY02,OUT049,1851.6721127896662
FDM60,OUT035,1575.0835710344604
NCJ31,OUT010,1827.7262923974072
DRP35,OUT017,1795.739101973072
NCQ30,OUT018,1791.1227027205607
DRL11,OUT010,1833.6155698085358
FDU01,OUT013,1850.1474752109184
FDR39,OUT035,1852.2342522374586
FDO08,OUT046,1854.0297320473837
FDC02,OUT045,1822.7152341215362
NCZ29,OUT035,1796.8528560766724
FDF29,OUT010,1794.9279381681504
FDZ23,OUT017,1873.9346221526184
NCU53,OUT018,1819.8327271328258
NCW30,OUT013,1824.1532613425463
NCM26,OUT027,1841.1259741665308
FDV50,OUT027,1802.4505542956454
FDW15,OUT049,1840.307144885395
FDI35,OUT027,1901.8860117848487
FDO11,OUT017,1840.8363504301722
FDN48,OUT046,1722.1751813351723
NCA17,OUT049,1820.2982155955604
NCN54,OUT013,1749.568943124439
FDP22,OUT013,1601.7396460385814
NCB54,OUT035,1791.1898889006382
FDD08,OUT045,1621.1135816039591
DRM48,OUT010,1627.302890466199
FDG41,OUT027,1761.7616841720865
FDE44,OUT027,1592.1255347302774
FDE26,OUT035,1835.1186720198361
NCS38,OUT013,1764.866323400696
NCJ54,OUT018,1850.1444483503078
FDI40,OUT019,1740.521540458892
FDN45,OUT018,1820.199275826861
FDU43,OUT046,1830.6941238269815
FDI04,OUT010,1868.0789432418896
NCC07,OUT018,1753.453227039321
NCC07,OUT019,1739.7712010161847
NCD18,OUT045,1851.6883807903432
FDU55,OUT035,1867.1217861609766
FDX59,OUT035,1629.3841520751903
FDR52,OUT049,1894.1252233950174
NCP17,OUT013,1731.6236798227271
FDQ32,OUT045,1798.1200589638813
NCT17,OUT049,1887.473348240221
FDO10,OUT049,1629.0314852185224
FDE32,OUT049,1708.5646618946432
FDN44,OUT045,1850.0596621135116
FDH02,OUT035,1714.7357564016866
FDK60,OUT013,1743.9404657312432
FDS24,OUT019,1696.8425446254078
FDL03,OUT010,1829.5339709240943
FDB46,OUT027,1834.9287475565586
FDO48,OUT049,1841.1323409328527
FDZ39,OUT049,1753.1557332024058
FDT02,OUT027,1627.0101864002481
FDC50,OUT013,1733.7227578237864
FDP39,OUT035,1595.568536631795
DRG15,OUT018,1704.3490236175915
FDP10,OUT018,1750.227567322749
FDF53,OUT027,1901.4773262937053
FDN34,OUT045,1874.3279329167085
FDK02,OUT045,1796.3546346220746
FDC23,OUT045,1869.7738488677553
FDJ10,OUT019,1807.0235123573543
FDE53,OUT035,1743.265180442759
FDR25,OUT035,1818.3679750820256
FDW50,OUT046,1856.4449304087002
FDS09,OUT049,1624.9644503606908
FDW49,OUT010,1848.989787977091
FDU51,OUT046,1846.5899054668325
FDF28,OUT018,1797.035578081045
NCY30,OUT018,1845.1392457598652
FDD44,OUT045,1849.6580804871082
FDX09,OUT017,1876.413286874954
NCF30,OUT013,1797.292164941034
FDZ50,OUT019,1879.0960873696401
FDW37,OUT013,1724.0558080004696
FDD11,OUT049,1872.0516680627204
DRH39,OUT018,1756.9102589287163
FDA36,OUT049,1844.8339219276143
NCG43,OUT049,1735.404510777361
FDF02,OUT035,1746.181747314624
FDP57,OUT027,1753.602398911014
NCE42,OUT017,1820.021655736035
NCR38,OUT027,1862.1692770770994
FDP03,OUT019,1788.947515493608
FDO51,OUT035,1654.8870119660069
NCQ42,OUT046,1792.5136846510259
NCM41,OUT046,1719.512062628644
FDH48,OUT027,1703.1242098878947
DRF60,OUT046,1849.0029680648247
FDJ27,OUT035,1746.7244537299212
FDQ14,OUT013,1834.0685491020974
FDN27,OUT017,1789.8053404384268
NCQ02,OUT046,1886.9267474136066
FDJ33,OUT049,1793.234157571509
FDP07,OUT027,1888.6577414311773
DRE01,OUT049,1844.3163911169406
FDU36,OUT045,1747.6688129039778
FDL28,OUT017,1856.536212385674
NCX53,OUT046,1803.9431885806027
FDZ39,OUT013,1754.143206086857
NCP42,OUT013,1863.4922463574135
FDJ14,OUT035,1702.231630693229
FDK04,OUT049,1659.83991853544
NCC19,OUT017,1846.6771100709304
FDS09,OUT018,1630.8850551328037
FDZ02,OUT046,1744.467271382226
FDD35,OUT018,1794.0454454676985
NCY42,OUT017,1830.4562554852482
FDB05,OUT045,1817.728400444773
FDF20,OUT035,1890.071750557578
NCO41,OUT018,1743.453648811859
FDC40,OUT027,1704.8162778352835
FDV58,OUT045,1825.757410577469
FDZ57,OUT045,1788.671257302268
DRM35,OUT046,1872.1253694279046
DRN36,OUT018,1734.6882107671056
FDQ13,OUT046,1692.3455938141517
DRO35,OUT010,1779.801637469983
NCD43,OUT035,1749.2656790234664
FDA51,OUT018,1767.357851520974
NCX17,OUT027,1859.6747933180018
NCZ17,OUT049,1562.4176680445103
FDR11,OUT027,1850.7322957837227
FDW34,OUT049,1846.4186486969393
FDN50,OUT017,1722.9863665363907
FDS09,OUT046,1625.3595380815234
FDS48,OUT018,1837.4577847208577
FDL44,OUT049,1827.9816689836277
DRF48,OUT018,1840.2536010500462
FDA14,OUT018,1837.9624786451413
NCD30,OUT049,1744.1475041931494
FDI16,OUT017,1599.7933315903722
NCG06,OUT035,1862.932471134818
DRZ24,OUT035,1790.1144858434764
NCS17,OUT045,1734.3945829142087
FDB37,OUT045,1824.509009215796
FDE10,OUT035,1785.3991662915132
FDC57,OUT045,1848.8974585871463
FDM12,OUT018,1874.851541337011
FDE24,OUT049,1815.8732507475195
FDW22,OUT045,1840.059833097559
DRD01,OUT027,1619.0878779617603
NCZ18,OUT027,1867.4944819549266
FDN49,OUT045,1604.8847201504987
FDR22,OUT035,1770.6399916751236
FDV08,OUT019,1563.6396990661626
FDY39,OUT046,1839.3396202328122
FDV36,OUT049,1796.3370149002835
FDO60,OUT045,1667.860001205248
FDU04,OUT027,1802.267618527732
FDR20,OUT027,1576.6890981700863
FDW19,OUT019,1748.2560861509846
FDU40,OUT049,1838.3119075704637
FDK15,OUT045,1736.64953518394
DRF15,OUT035,1830.8009243006109
FDQ25,OUT017,1875.1671960685298
FDI48,OUT019,1609.3166134803982
FDS49,OUT046,1727.4777412466003
FDV22,OUT046,1842.8395519447895
NCV42,OUT046,1761.7809483312997
FDX26,OUT046,1876.9436238823218
FDI33,OUT018,1715.0299117249294
FDZ14,OUT049,1790.5639919710618
FDG10,OUT013,1680.4174642101584
FDM38,OUT018,1685.6829815315834
FDG26,OUT027,1872.8302795836553
FDH46,OUT035,1752.4317997664727
FDN13,OUT018,1746.2989433090345
FDU57,OUT035,1834.6231184764024
NCI06,OUT046,1885.0229247857158
FDM38,OUT045,1683.9001671024187
NCG42,OUT010,1791.2071038805022
FDL39,OUT045,1895.041688925162
FDT31,OUT019,1879.5608211226427
FDV59,OUT013,1836.7516252660716
FDB49,OUT035,1744.545982452555
FDD58,OUT049,1747.925279097383
DRN59,OUT046,1581.4404397293285
FDX48,OUT049,1835.3318548835864
FDQ11,OUT049,1826.0807817565073
FDY12,OUT049,1615.6092847137872
FDQ11,OUT045,1827.8265500040786
DRI11,OUT017,1774.4515858666307
FDY32,OUT027,1856.1727163202754
FDS51,OUT045,1655.106545038049
FDR19,OUT010,1829.868844787566
DRB13,OUT018,1844.9685407084676
FDS21,OUT035,1728.4467325404842
FDQ40,OUT045,1896.5102868018726
NCE55,OUT013,1872.4347632428503
FDX43,OUT027,1861.3825831592908
FDS12,OUT049,1792.580271081601
DRK01,OUT027,1743.6404004452784
FDN25,OUT017,1652.130868450631
FDB60,OUT046,1870.3364077459673
FDQ13,OUT017,1693.5101499599189
DRK13,OUT045,1875.9513906507475
DRF25,OUT018,1645.48587349276
NCD42,OUT019,1572.7062343958419
FDW25,OUT045,1736.0001606179846
NCV29,OUT027,1899.4575739026552
NCK42,OUT035,1827.12880810262
DRJ13,OUT027,1847.7786151867397
DRD15,OUT017,1856.0297863929318
FDM27,OUT045,1844.702752259088
FDZ50,OUT018,1894.0934030706708
FDC04,OUT046,1848.5891561243243
FDF50,OUT049,1827.909695243198
FDP15,OUT045,1874.7774787625121
FDK46,OUT035,1855.913225958354
FDZ56,OUT018,1854.8396046993435
FDY60,OUT049,1831.8218893662058
FDB10,OUT035,1847.9079603738871
FDR57,OUT045,1816.4029109890778
FDU58,OUT049,1856.3574871931548
FDH02,OUT046,1710.803045657902
FDP48,OUT013,1857.8388366625495
FDI46,OUT035,1853.401175642428
FDW56,OUT013,1864.4300976590146
NCM19,OUT010,1759.8875316747763
FDS50,OUT027,1844.7390118725698
FDK24,OUT013,1603.6080328826854
FDO36,OUT017,1861.334060269398
FDK45,OUT027,1783.4323720440561
NCL05,OUT045,1660.2250429299818
FDL32,OUT018,1770.4526472561245
FDA28,OUT049,1799.0916641548133
FDY36,OUT018,1725.2612712904488
FDP32,OUT018,1787.6063609955647
FDL50,OUT046,1794.2560130846641
DRC24,OUT049,1832.5948470698727
NCS18,OUT017,1744.8168447047933
FDD16,OUT017,1753.4383645206838
NCV18,OUT013,1723.6173769486375
FDX07,OUT046,1862.806692544193
NCZ05,OUT027,1751.4430040631394
NCI31,OUT013,1696.3399792897526
FDK14,OUT049,1720.3444172293375
NCR06,OUT045,1558.3512050903657
NCF54,OUT049,1857.5760738157578
DRG23,OUT010,1826.7290299512545
FDD53,OUT046,1584.7349553437937
NCM31,OUT027,1815.2659407697286
FDT16,OUT017,1857.0770322766282
FDR40,OUT035,1719.2297451889488
DRG25,OUT017,1886.0792634131117
FDT10,OUT035,1679.4332459232437
FDY32,OUT013,1833.4183630960406
FDN50,OUT035,1726.8023712389972
FDZ35,OUT019,1739.960994498246
NCP54,OUT045,1799.550388606931
NCD07,OUT035,1759.6216284293796
FDS02,OUT018,1871.3667553993869
DRN59,OUT018,1600.0561180371358
DRB24,OUT013,1825.9212279352907
FDP37,OUT027,1800.835599646209
DRB01,OUT018,1858.752145904969
FDR47,OUT046,1857.1498119479525
NCM31,OUT010,1814.6370708306272
NCF06,OUT027,1867.6845277157743
NCV17,OUT027,1796.7332625463982
FDS10,OUT049,1861.1935950976988
FDN52,OUT035,1700.5634930605174
FDZ48,OUT013,1770.8851979530211
FDJ48,OUT049,1856.8440592368775
DRB13,OUT027,1891.6082138192241
FDV59,OUT017,1839.3897558055708
FDL32,OUT035,1759.3039809425086
FDZ12,OUT035,1825.4868122314572
NCR06,OUT027,1567.8641974210575
FDP51,OUT017,1795.9647901124547
FDY22,OUT013,1825.5372523192352
FDZ38,OUT049,1855.7786982035127
NCO54,OUT035,1696.4025335167046
FDR23,OUT035,1884.950489172272
FDM38,OUT049,1687.0610448489647
FDS25,OUT013,1764.527165031475
FDZ22,OUT013,1702.6635191710752
FDZ20,OUT019,1862.0698493191396
FDD45,OUT010,1724.9028364892765
FDN03,OUT049,1850.278558039671
NCW30,OUT046,1825.5800101339069
FDY24,OUT027,1623.8905428539258
FDJ26,OUT019,1827.0062211428328
FDM15,OUT049,1836.4586020504316
NCW54,OUT027,1640.1792216916087
