Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_KNN
FDB47,OUT045,3594.8006760000003
DRH01,OUT013,2475.0648939999996
FDW08,OUT046,1445.904544
FDF38,OUT027,655.4667839999998
FDY32,OUT017,2378.650396
FDG34,OUT049,1617.501178
FDG47,OUT019,4026.9315080000006
NCF18,OUT035,2773.729458
FDL39,OUT019,2933.794436
NCH55,OUT035,1833.1005340000002
DRJ35,OUT049,1009.046532
FDS44,OUT035,3933.9059320000006
DRE01,OUT018,3858.9368520000003
FDY39,OUT013,2937.562864
FDY32,OUT018,2370.853878
FDR33,OUT027,1886.164794
NCP50,OUT049,1139.130536
FDZ47,OUT018,1453.1151580000005
FDU57,OUT049,2190.2689440000004
FDY44,OUT013,3303.546466
DRH59,OUT018,1280.7994599999997
FDB03,OUT027,3913.7188760000004
FDY46,OUT045,2788.8630919999996
FDM39,OUT045,2576.7059220000006
FDY36,OUT035,1242.822228
NCM55,OUT035,2856.6215579999994
FDJ50,OUT010,734.2375820000001
DRL60,OUT013,2141.2394320000003
NCJ54,OUT049,3742.874596
FDX59,OUT017,520.828708
FDI07,OUT013,3289.644562
DRF51,OUT010,601.98307
FDM14,OUT017,1759.369842
FDP21,OUT045,2947.6097860000004
FDE40,OUT035,1048.90132
FDE05,OUT035,2350.653506
FDM13,OUT027,1981.7603579999998
FDC34,OUT027,2663.4463459999997
NCI55,OUT018,1858.0547179999996
NCE43,OUT018,2839.117676
FDW58,OUT018,1457.2963820000002
FDG60,OUT045,3690.203158
FDV31,OUT017,2751.025678
FDR47,OUT013,2807.631994
FDM60,OUT019,569.3721859999999
NCF06,OUT018,3805.466454
NCN26,OUT027,1886.337902
FDQ59,OUT049,1294.854498
FDF09,OUT046,574.811772
NCS06,OUT017,3641.3001480000003
FDT44,OUT046,1832.3215480000001
FDI19,OUT017,3893.365370000001
FDT22,OUT017,1019.7792280000001
NCF54,OUT027,3246.7736999999997
DRG25,OUT045,3206.932227999999
FDB59,OUT017,2770.5203020000004
FDQ37,OUT017,2719.9328180000007
FDP56,OUT035,728.6914680000002
FDW44,OUT035,2731.757426
FDJ26,OUT010,2999.8884019999996
FDU43,OUT018,3601.6517580000004
FDW33,OUT045,1548.0782119999997
NCX53,OUT027,2369.34917
FDN56,OUT010,2277.4421380000003
DRF15,OUT049,2335.686322
FDO33,OUT017,2043.453386
FDZ39,OUT010,1446.3373139999999
NCJ19,OUT017,812.715428
FDU01,OUT035,2859.417918
FDT12,OUT035,3661.374018
NCM18,OUT018,1061.638074
FDP19,OUT017,2048.054064
NCR42,OUT049,544.59111
FDN10,OUT046,1661.5904540000001
FDG44,OUT017,746.6680680000001
FDQ10,OUT046,3034.5965560000004
DRH13,OUT049,1518.3369260000002
FDT52,OUT013,3905.4096920000006
FDM56,OUT045,1548.5908779999997
NCO43,OUT010,1570.828598
NCV29,OUT035,3125.3118059999997
NCF06,OUT013,3734.319066
FDO50,OUT035,1331.673238
FDT59,OUT013,3978.6876399999996
FDX40,OUT027,604.51311
FDE50,OUT017,2822.75897
FDX51,OUT017,2858.4125600000007
NCD30,OUT018,1365.5025360000002
FDK15,OUT013,1704.920718
FDL12,OUT045,993.1139380000001
FDK46,OUT017,3948.766588
DRH49,OUT010,1153.3453659999998
FDQ57,OUT046,2290.25213
FDY59,OUT017,1423.859906
FDO09,OUT018,3981.723688
NCG30,OUT035,1933.6762820000001
FDM09,OUT017,2695.577854
NCN17,OUT027,1824.2920000000001
NCS42,OUT013,1299.84134
FDD02,OUT019,1692.6167340000002
FDE34,OUT013,3349.6864060000003
FDU38,OUT045,3075.6364679999992
FDB33,OUT046,2554.261804
NCJ29,OUT017,1426.1502580000003
FDZ27,OUT035,726.8405439999998
FDI40,OUT013,1665.185774
FDG22,OUT013,518.731438
FDT51,OUT017,1880.8383939999997
FDF20,OUT018,3378.3957020000003
FDV50,OUT035,1954.1895800000004
FDT02,OUT049,572.1552300000001
DRC49,OUT017,2413.698108
FDF26,OUT049,2176.8930219999997
FDV52,OUT035,1946.712646
FDX59,OUT049,541.182214
FDV25,OUT035,3426.020376000001
FDW23,OUT027,677.9708240000001
FDE53,OUT018,1585.03677
FDA19,OUT017,1814.0053899999996
FDH22,OUT046,1996.0284519999998
NCO41,OUT013,1773.471486
FDX12,OUT017,3885.9550159999994
FDF17,OUT013,2841.953984
FDS11,OUT045,3599.667673999999
FDR51,OUT035,2251.13638
FDT49,OUT010,1577.206962
FDC56,OUT013,1770.3621999999998
FDR13,OUT027,2029.2718459999999
FDQ60,OUT035,1849.572426
FDN38,OUT049,3766.150963999999
NCL29,OUT013,2256.2696979999996
FDO13,OUT027,2764.6279719999998
FDE26,OUT018,2161.28667
FDA31,OUT010,2521.590998
FDX14,OUT035,1208.613424
FDA34,OUT045,3019.416316
FDF26,OUT013,2177.43232
FDE38,OUT045,2367.3118219999997
DRI11,OUT046,1728.54996
FDQ60,OUT027,2010.629446
FDL21,OUT027,646.877964
DRC12,OUT027,3283.612414
FDC47,OUT046,3728.2736019999998
FDE57,OUT045,2036.502434
FDT14,OUT045,1921.6053279999999
NCZ53,OUT046,2786.885666
FDE28,OUT018,3780.2526080000007
FDR19,OUT035,2258.99282
NCF54,OUT019,2859.717528
FDZ08,OUT046,1216.676262
NCJ05,OUT018,2327.03758
FDF59,OUT046,2026.1292700000004
NCO05,OUT035,1625.3509600000002
FDW24,OUT018,720.575366
NCX42,OUT018,2315.858798
NCA53,OUT035,735.029884
FDI45,OUT019,2757.5372020000004
FDG46,OUT046,1805.7228380000004
FDM20,OUT010,3894.06446
FDW11,OUT010,1028.541156
FDX08,OUT035,3300.3972320000003
NCK17,OUT035,646.55838
FDK32,OUT018,2496.11749
NCA42,OUT035,2343.21652
DRI01,OUT035,2656.388866
NCL55,OUT049,3799.134695999999
DRE25,OUT018,1771.700458
FDD14,OUT017,2866.2623419999995
FDB10,OUT046,3548.2346240000006
DRN11,OUT035,2420.2296060000003
FDP38,OUT018,773.5530720000002
NCA30,OUT017,2726.597476
FDT15,OUT017,3309.5852720000007
NCP55,OUT018,973.0200939999996
FDF12,OUT035,2191.3541980000005
FDM21,OUT018,3771.3042560000004
FDX56,OUT035,3683.1789680000006
FDF10,OUT017,2596.833056
FDT32,OUT045,2796.566398
FDM51,OUT018,1800.6827320000002
NCR50,OUT018,2229.8108060000004
FDI19,OUT049,3818.1033380000003
FDX21,OUT017,1631.44303
FDR31,OUT035,2357.6044580000002
FDY02,OUT013,4002.782942
NCA29,OUT045,2996.03342
NCX17,OUT046,3647.598616
FDM12,OUT045,2787.558124
FDI53,OUT027,2761.13918
NCU30,OUT049,2389.369776
FDC56,OUT027,1972.56566
FDK27,OUT018,2206.973866
NCK18,OUT017,2621.0748339999996
FDB52,OUT019,3990.858464
DRG25,OUT027,3502.321056
FDZ13,OUT049,763.1732500000002
FDB57,OUT019,3502.3210559999993
FDR40,OUT046,1282.144376
NCO14,OUT019,620.565548
NCN19,OUT045,3165.552758
FDQ28,OUT019,2206.82739
FDO13,OUT018,2300.678558
FDK48,OUT013,1357.06685
FDU07,OUT018,2543.8486920000005
FDW20,OUT046,2001.12848
FDV12,OUT010,1342.1529299999997
FDH24,OUT013,2457.9138860000003
FDV59,OUT049,2966.7382200000006
FDK57,OUT045,2010.2233079999999
FDL16,OUT027,717.752374
NCQ17,OUT046,1908.8086520000004
FDJ15,OUT018,3217.2654439999997
FDX24,OUT049,1393.905564
FDT47,OUT046,1407.447936
FDT10,OUT049,893.6167859999998
FDZ37,OUT018,1285.812934
FDW43,OUT027,3857.5653039999993
DRN36,OUT017,1664.2869440000002
FDJ14,OUT045,1289.2617779999998
FDA32,OUT013,3058.245772
FDJ38,OUT019,2981.9650659999998
FDQ57,OUT017,2368.4503400000003
NCQ41,OUT019,2720.0393460000005
FDG56,OUT049,982.4478219999999
DRC13,OUT027,2462.4146939999996
FDV55,OUT035,2359.954732
FDQ49,OUT045,2467.934176
FDE29,OUT010,938.6448399999999
FDR03,OUT013,3667.2996379999995
FDD45,OUT049,1423.0742619999999
FDN38,OUT010,3857.984757999999
FDT56,OUT046,849.3410859999999
FDT48,OUT045,2729.3605460000003
FDU03,OUT049,2831.6940059999997
FDC56,OUT010,1751.6865099999998
NCO43,OUT027,1792.2004399999998
FDQ27,OUT017,1684.5272639999998
FDR03,OUT046,3650.28179
DRH23,OUT010,965.3434199999999
FDG22,OUT045,514.79656
NCJ42,OUT013,1515.141086
FDR24,OUT046,1303.80285
FDW60,OUT035,2571.6791319999998
FDJ08,OUT013,3087.9271360000007
DRL59,OUT018,794.06637
FDG60,OUT010,3600.8261660000003
FDW27,OUT017,2207.419952
FDX14,OUT018,1250.0528160000001
FDC20,OUT013,976.79518
NCS29,OUT018,3767.935308
FDJ56,OUT046,1645.1318780000001
FDB20,OUT019,1211.65613
FDL28,OUT027,3850.674274
FDW01,OUT018,2522.9625459999997
FDL03,OUT046,2807.5587560000004
FDX22,OUT049,3624.3289059999997
FDJ21,OUT035,2306.2513040000003
FDR31,OUT045,2263.313862
FDG21,OUT035,2352.231452
FDS22,OUT027,658.363014
FDK08,OUT035,1528.723406
FDE17,OUT018,2293.9007140000003
NCN30,OUT017,1434.2130960000002
FDT50,OUT046,1427.4885160000003
NCX42,OUT049,2395.5950060000005
FDJ12,OUT035,3586.1852240000007
NCA18,OUT027,1934.6084019999998
FDP23,OUT019,3016.8529859999994
FDX12,OUT013,3840.0015000000003
FDN40,OUT018,2083.081802
FDV48,OUT035,1370.3295859999998
NCY54,OUT013,2684.2459379999996
FDL16,OUT010,707.4790800000003
FDR45,OUT018,3827.2913780000003
FDJ52,OUT046,2418.092388
DRG01,OUT017,1319.3692539999997
FDP52,OUT013,3766.0777260000004
FDU58,OUT017,3005.0882999999994
FDL02,OUT045,1546.7732439999997
FDG28,OUT013,3960.5312740000013
FDA19,OUT035,1934.6949559999996
FDW46,OUT027,1083.782582
NCD43,OUT049,1665.5919119999996
DRG39,OUT013,832.296606
NCF55,OUT049,568.0339280000001
FDJ07,OUT046,1831.6890380000002
FDE08,OUT046,2361.9255000000003
FDP56,OUT019,705.6481299999999
FDT45,OUT045,898.56368
FDF17,OUT018,2898.59359
FDX44,OUT046,1290.833066
FDM28,OUT027,3638.2308100000005
FDI36,OUT049,3285.576524
FDS07,OUT045,2059.6389839999997
FDD36,OUT045,1887.9025319999998
FDW11,OUT046,990.4906859999999
FDN40,OUT049,2104.6270900000004
NCQ18,OUT049,1437.442226
NCQ54,OUT017,2471.51618
NCS42,OUT045,1368.358818
DRH39,OUT010,1136.0811720000002
FDC09,OUT027,1701.08571
FDT08,OUT010,2281.290462
FDC08,OUT035,3501.0360619999997
FDT20,OUT017,660.586786
FDS35,OUT035,988.4799700000002
FDX58,OUT018,3506.7552840000003
FDW58,OUT046,1575.6889380000002
DRD27,OUT046,1493.3561099999997
FDH32,OUT019,1618.5065359999999
FDS26,OUT035,3947.1087460000003
FDQ31,OUT046,1315.148082
FDP11,OUT018,3494.91736
FDD58,OUT017,1474.8801600000004
FDM33,OUT045,3244.31024
FDZ16,OUT049,2851.0354959999995
NCS29,OUT010,3559.2669300000002
NCM18,OUT019,946.3481460000002
FDP11,OUT049,3434.0366080000003
NCC42,OUT017,2175.26847
DRM23,OUT046,2574.81505
NCN55,OUT027,4055.7673059999997
FDK46,OUT013,4122.453833999999
FDR01,OUT046,2707.322566
NCA05,OUT045,2290.5251080000003
NCP43,OUT017,2514.0608
FDR12,OUT010,2823.1051859999993
FDQ01,OUT013,3849.6888899999994
FDM13,OUT046,1852.708344
FDQ19,OUT017,3869.882604000001
FDK56,OUT019,3004.329288
NCX06,OUT010,2818.617694
FDO56,OUT027,2063.6670739999995
FDU45,OUT045,1785.395964
FDI16,OUT019,957.007604
FDL32,OUT046,1705.3468299999995
FDA07,OUT046,1972.8386380000002
FDA14,OUT045,2550.71309
FDV46,OUT027,2176.373698
NCO07,OUT035,3219.9552759999997
NCP41,OUT046,1485.2333500000002
FDY60,OUT018,2125.519894
FDN38,OUT017,3805.1402120000002
FDO15,OUT046,1077.450824
FDT60,OUT013,2053.72668
FDA55,OUT035,3439.0767139999994
FDE02,OUT010,1285.3468739999998
DRJ39,OUT049,3422.105472
FDV34,OUT035,1263.85485
FDS20,OUT027,3501.6286240000004
FDF02,OUT027,1738.1041900000002
FDW40,OUT017,2367.8045140000004
NCB43,OUT046,2738.3621620000004
FDR58,OUT017,1330.2617419999997
DRJ59,OUT035,631.065214
NCD30,OUT017,1404.218806
FDE14,OUT017,1728.510012
FDC28,OUT018,1571.840614
FDU16,OUT018,1185.536796
NCD19,OUT035,782.3815800000001
FDU21,OUT046,574.365686
FDV59,OUT027,3111.0370540000004
FDU03,OUT045,2962.6302340000007
FDC33,OUT010,2764.481496000001
NCR42,OUT035,552.8736620000001
DRH59,OUT035,1247.429564
NCM31,OUT035,2345.81314
FDS50,OUT035,3501.64194
FDP39,OUT046,802.7816919999999
FDQ55,OUT013,1952.8846120000003
FDV36,OUT019,1883.335144
FDI05,OUT027,1280.5198239999997
FDS45,OUT027,1743.590382
FDA39,OUT045,606.2175579999999
FDC37,OUT010,1577.1070920000002
FDJ60,OUT027,2878.9791219999997
DRQ35,OUT046,1896.1651099999997
NCJ06,OUT046,2006.7877799999999
NCY42,OUT018,2336.39207
DRM37,OUT049,3003.5103540000005
FDR14,OUT045,832.05026
FDE51,OUT049,692.072468
FDT33,OUT017,2412.266638
FDR08,OUT013,1702.8767119999998
FDE36,OUT010,2394.822678
FDL22,OUT019,1484.3944419999998
FDR44,OUT013,1812.5805779999998
FDI56,OUT019,1439.1866220000002
FDE47,OUT010,1931.5457219999996
FDV27,OUT010,1305.3608219999996
FDV10,OUT049,626.71754
FDC40,OUT045,1218.6203979999998
NCX41,OUT013,3354.1805560000003
NCQ38,OUT027,1575.735544
FDV12,OUT027,1753.038084
FDE52,OUT017,1453.4880060000003
FDG20,OUT027,3378.981606
FDV16,OUT027,531.647958
FDI32,OUT017,1744.1896019999997
FDJ32,OUT049,1060.6726640000002
FDN39,OUT018,2652.8667840000003
FDY34,OUT017,2569.501966
FDC14,OUT035,592.5819740000002
FDA55,OUT017,3554.5397500000004
FDZ50,OUT010,3241.4073520000006
DRG13,OUT049,2398.2848379999996
FDP01,OUT013,2274.026584
NCG54,OUT017,3318.5735720000002
FDM13,OUT045,1796.49485
NCO18,OUT027,3460.1426260000007
NCW41,OUT013,2459.7714680000004
FDM52,OUT027,2579.988316
NCF55,OUT035,558.6860959999999
FDT09,OUT046,2120.126914
NCM19,OUT035,1698.2094540000003
FDW12,OUT018,2200.8618220000003
FDP15,OUT019,3907.866494
FDK36,OUT045,720.988162
FDZ25,OUT035,2804.61592
NCW06,OUT049,2989.442000000001
FDW60,OUT046,2662.2412480000003
DRC49,OUT013,2377.43864
NCT17,OUT035,2836.4012119999998
NCN06,OUT018,2245.350578
FDC45,OUT013,2805.8210180000005
DRJ47,OUT019,2868.519404
NCF06,OUT045,3750.21837
FDE21,OUT010,1776.8670659999998
DRG27,OUT013,626.0783720000001
FDW40,OUT049,2199.8298320000004
NCO53,OUT046,2816.906588
FDE23,OUT049,645.3732560000001
FDQ16,OUT046,1507.3046199999999
FDS26,OUT045,3972.6022280000007
FDZ13,OUT010,678.31704
FDS14,OUT049,2154.1026880000004
FDC10,OUT045,1824.798008
FDY16,OUT049,2894.2392579999996
FDJ20,OUT035,1876.25769
FDV43,OUT035,595.5514420000002
FDZ32,OUT027,1658.1482680000004
FDR23,OUT046,2511.337678
FDN24,OUT035,842.063892
FDE34,OUT027,3508.1734380000003
FDU31,OUT013,3104.15934
FDW33,OUT018,1473.4220579999999
FDU26,OUT046,1792.6531840000005
FDE20,OUT027,3139.5799000000006
NCW05,OUT035,1571.2680260000002
FDB22,OUT018,2122.8034300000004
FDO56,OUT046,1640.471278
FDA19,OUT027,2228.4392580000003
DRI39,OUT045,976.7019679999999
FDH52,OUT018,897.038998
FDZ50,OUT035,3301.5823560000003
NCN42,OUT035,2373.0510179999997
FDB53,OUT013,2359.788282
DRG11,OUT017,1624.4121820000003
DRK11,OUT027,2506.2709400000003
FDQ60,OUT017,1870.2588319999998
FDT36,OUT017,538.8652300000001
DRG25,OUT018,3277.819954
DRJ23,OUT046,2778.41669
FDG05,OUT035,2342.410902
NCK06,OUT018,1786.847408
FDU52,OUT017,2144.521826
FDW07,OUT018,1243.241682
NCM17,OUT045,669.9812239999999
FDA22,OUT045,2444.478042
NCA41,OUT018,2834.0575960000006
FDF38,OUT035,599.925748
FDH52,OUT046,895.5010000000001
FDY58,OUT019,3383.5157040000004
FDZ16,OUT045,2797.405305999999
NCM18,OUT017,1074.108508
FDA22,OUT018,2384.802388
NCJ43,OUT035,2580.4210860000003
FDI34,OUT027,3905.4962459999997
FDG56,OUT046,994.898282
FDS34,OUT046,1791.5279820000003
DRC01,OUT035,766.3224839999999
FDQ04,OUT035,617.1233619999999
FDK04,OUT035,772.714164
FDT51,OUT049,1734.8484279999998
FDV26,OUT017,2746.9909300000004
FDS04,OUT049,1859.8656940000003
FDW43,OUT018,3472.4532679999998
FDQ28,OUT010,2495.524928
NCK06,OUT017,1849.865378
FDS23,OUT018,1879.180552
FDZ36,OUT019,2860.5630939999996
FDE56,OUT018,944.7635419999999
FDW10,OUT027,3479.9035699999995
NCN14,OUT045,2885.197694
NCQ18,OUT045,1601.6285059999998
FDW08,OUT017,1549.123518
FDU43,OUT035,3590.6594
FDR33,OUT010,1587.060802
FDM24,OUT010,2118.94179
NCZ05,OUT046,1632.7546560000003
NCV41,OUT035,1988.817838
FDV11,OUT018,2643.179394
NCY05,OUT035,597.195968
FDV44,OUT018,2731.2847080000006
FDW32,OUT049,1166.135384
NCU18,OUT027,2370.248
NCC43,OUT035,3702.9332539999996
FDW19,OUT013,1939.0426299999997
FDN31,OUT035,3175.879316
FDI48,OUT045,755.0172
FDS24,OUT017,1254.094222
FDF46,OUT049,1682.3034919999998
DRG23,OUT017,2277.5819560000004
FDG14,OUT018,2215.8622960000002
NCY30,OUT049,2564.475176
FDO28,OUT018,1872.2362580000001
DRD24,OUT035,1927.6973979999998
FDI33,OUT049,1268.4288960000001
FDN32,OUT046,2956.871064
FDR16,OUT045,3249.9295920000004
FDF26,OUT046,2111.3583280000003
NCN29,OUT018,720.675236
FDE20,OUT045,2710.17219
FDA46,OUT046,3070.995842
FDU28,OUT045,2718.874196
FDQ48,OUT045,1653.534274
FDV36,OUT013,1956.2868500000002
FDR14,OUT018,886.432804
FDP23,OUT017,3276.135480000001
FDP56,OUT013,742.8330600000002
FDK48,OUT010,1323.823456
FDR48,OUT046,2256.1099060000006
NCY29,OUT049,931.360988
FDM22,OUT018,913.3377820000001
DRJ01,OUT013,2432.014266
FDZ43,OUT045,3787.516486
FDV03,OUT035,2457.094952
FDX11,OUT027,3643.62379
NCA41,OUT027,3448.41123
FDE38,OUT017,2474.725336
FDI27,OUT018,683.3105400000001
FDN32,OUT013,2903.3340860000003
NCN43,OUT017,1929.8146419999998
FDB47,OUT027,3606.1592240000004
FDV03,OUT017,2471.755868
NCN30,OUT045,1428.5604539999997
NCV54,OUT010,1818.353064
FDV07,OUT013,1610.7033599999997
FDP07,OUT049,2789.748606
FDK48,OUT018,1261.897398
FDM15,OUT019,2079.999148
FDY19,OUT027,1962.6918460000002
FDK46,OUT046,3915.6164060000006
FDY11,OUT045,985.5304760000002
FDH09,OUT046,821.0046380000005
FDO08,OUT027,3042.5462079999998
FDU14,OUT013,3863.044838
FDD22,OUT027,2155.3677079999998
FDM27,OUT017,2599.0568279999998
FDL02,OUT027,1703.5225379999997
NCA17,OUT035,2358.942716
FDE38,OUT019,2676.2163899999996
NCG07,OUT049,3268.9115500000003
DRC27,OUT013,4023.39611
FDA27,OUT035,3777.4895380000003
FDW40,OUT045,2264.0728740000004
DRI11,OUT013,1677.8958959999998
FDN50,OUT046,1503.7226159999993
FDR12,OUT046,2786.812428
FDT34,OUT027,1610.5768580000001
FDW11,OUT035,1036.670574
NCO30,OUT027,3471.8873380000005
FDZ34,OUT017,3010.960656000001
FDU45,OUT017,1923.7025980000003
NCD42,OUT035,525.9820000000001
FDX25,OUT045,2960.4464099999996
NCR29,OUT046,794.412586
FDX43,OUT019,2711.297392
FDB04,OUT010,1461.8371380000003
FDR49,OUT027,765.1307019999999
FDS39,OUT018,2107.083892
FDW58,OUT045,1590.3032479999997
FDG22,OUT019,573.12064
FDG31,OUT017,1105.3212119999998
NCV53,OUT027,3932.134904
DRJ37,OUT035,2146.812178
FDV07,OUT035,1590.0435860000005
FDW52,OUT018,2832.4263859999996
FDT15,OUT045,3317.3218679999995
FDD02,OUT018,1981.3608779999997
FDM16,OUT035,1267.8895980000002
NCE55,OUT046,2601.9996640000004
FDB57,OUT018,3394.368244
FDQ04,OUT013,671.039846
FDQ47,OUT019,518.4984079999999
FDY14,OUT019,3854.855498
DRK37,OUT017,2971.8981700000004
FDO25,OUT017,3501.189196
FDL57,OUT046,3986.5507379999995
NCK29,OUT018,1919.5213740000002
FDK46,OUT027,3940.523984
NCB43,OUT010,2707.8086000000003
DRE01,OUT027,3934.9712120000004
FDC46,OUT018,2920.1322199999995
FDQ23,OUT045,1670.1193520000002
FDX38,OUT049,720.0627000000001
FDG60,OUT018,3652.0528180000006
FDW55,OUT017,3747.0025560000004
FDP39,OUT013,777.42137
FDB20,OUT018,1354.523494
FDV21,OUT017,2124.1217140000003
FDZ02,OUT013,1412.634518
FDP19,OUT027,2217.1472900000003
FDA38,OUT035,3641.0870919999998
FDH22,OUT045,1925.5002579999998
DRM11,OUT045,3755.3716620000005
FDO12,OUT027,3390.340154000001
FDT14,OUT049,1831.895436
FDW34,OUT010,3831.84545
FDG04,OUT027,3505.2039700000005
FDW59,OUT018,1396.3423919999998
FDR33,OUT018,1616.2295000000001
FDP32,OUT013,1902.8164519999998
FDL13,OUT027,3836.1465180000005
FDD22,OUT013,1787.2335720000003
FDV40,OUT027,1255.6255620000002
NCD55,OUT046,579.785298
FDQ20,OUT010,610.551916
FDD28,OUT045,994.5653820000001
FDC39,OUT045,3593.841924
NCR17,OUT049,1742.8313699999999
DRO35,OUT018,1986.727226
FDF40,OUT049,3770.4919800000007
FDR31,OUT018,2295.425396
NCQ41,OUT017,3280.110306
FDP38,OUT046,690.0151459999998
NCU54,OUT027,3583.8216340000004
FDG22,OUT018,526.760986
DRK59,OUT013,3876.6404740000003
FDC37,OUT046,1521.0400739999998
NCO42,OUT013,2343.0767020000003
NCT42,OUT017,2193.051988
FDX27,OUT035,1346.6470799999997
FDV40,OUT018,1190.377162
FDT45,OUT027,1017.3290839999999
FDS47,OUT019,1352.599332
FDR45,OUT035,3804.3678840000002
FDB03,OUT045,3837.178508
FDO49,OUT035,781.8955460000002
FDU60,OUT027,2900.4644879999996
FDB26,OUT018,823.168488
FDB46,OUT017,3089.7980340000004
FDQ37,OUT019,2999.895060000001
FDN03,OUT017,3892.0204540000004
NCX30,OUT045,3840.627352
FDK32,OUT019,2150.4674199999995
DRM47,OUT013,2890.058034000001
NCO02,OUT046,1057.077344
FDP04,OUT013,1032.7090640000001
NCO43,OUT049,1603.8655939999999
FDD59,OUT013,1315.8538300000002
FDQ10,OUT017,3207.69124
FDW45,OUT035,2424.623886
NCK30,OUT049,4010.0068720000004
FDU31,OUT018,2928.7543299999998
NCQ17,OUT019,2192.099894
FDN01,OUT017,2510.778406
FDZ19,OUT049,2618.910984
DRG37,OUT017,2637.83302
FDE32,OUT045,544.085102
FDO34,OUT049,2503.9339819999996
FDM04,OUT019,709.529744
FDZ25,OUT049,2773.143553999999
FDU08,OUT049,1474.407442
NCW30,OUT045,3772.52267
NCM18,OUT013,977.1014479999998
FDS22,OUT035,608.700992
NCH18,OUT017,3801.211991999999
FDC23,OUT013,2378.823504
FDY46,OUT013,2758.9886460000002
NCU06,OUT046,3682.499852
FDX57,OUT045,1434.4860740000004
FDX36,OUT027,3941.243048
FDL16,OUT045,745.9423459999999
FDT16,OUT010,3691.7478140000003
FDN16,OUT018,1668.76112
FDC03,OUT046,2721.6638980000007
DRF60,OUT013,3868.238078000001
FDS27,OUT027,3504.0521360000002
FDP33,OUT010,3745.171606
FDJ36,OUT018,1705.9393919999995
NCR42,OUT013,540.23012
FDV14,OUT017,1220.5711919999999
NCP42,OUT035,2798.830118
FDB50,OUT027,1340.0822919999998
NCC30,OUT027,3313.926288000001
FDA23,OUT018,1630.564174
FDW16,OUT017,1291.48555
FDQ52,OUT010,3903.372344000001
FDB58,OUT049,2178.1114360000006
NCP29,OUT049,980.070916
NCM05,OUT045,3795.0533420000006
FDO25,OUT013,3337.0362059999998
NCM54,OUT046,1983.278382
NCL54,OUT046,3097.0818859999995
FDL39,OUT010,3091.708879999999
FDF53,OUT018,2696.6497920000006
NCQ42,OUT035,1963.1379320000005
FDF58,OUT013,1097.997412
FDZ04,OUT035,947.639798
FDE26,OUT019,1912.0044919999998
FDS60,OUT017,2691.090362
FDV58,OUT017,2746.385052
FDM04,OUT045,713.7642319999999
FDE08,OUT035,2453.6194760000003
NCB43,OUT049,2726.770584
FDU11,OUT010,1788.991284
FDF22,OUT019,3062.8597659999996
FDE24,OUT013,2109.8869099999997
DRJ49,OUT046,1790.0898539999998
NCQ53,OUT035,3773.4215000000004
NCL41,OUT013,572.561368
FDR22,OUT013,1542.95821
FDH04,OUT035,1390.0039760000006
DRH15,OUT045,677.4981059999998
FDY40,OUT049,704.988988
NCI17,OUT035,1476.8709020000001
NCC18,OUT013,2426.6412600000003
FDY28,OUT027,3367.58311
FDB45,OUT027,1757.099464
NCL30,OUT018,1861.2039520000003
FDM10,OUT017,3412.1051559999996
FDH22,OUT027,2127.0445760000002
NCZ53,OUT017,2956.165316
NCI18,OUT013,3570.0595479999993
FDH14,OUT027,2206.607676
FDR36,OUT027,690.0750679999999
FDW01,OUT045,2447.7271459999997
FDK02,OUT027,2025.816344
FDJ02,OUT018,2353.6895539999996
FDU55,OUT013,4076.034258
NCV18,OUT027,1392.0812720000001
FDH14,OUT018,2077.575636
FDZ37,OUT045,1331.8330300000002
FDX49,OUT049,3465.3158920000005
NCD43,OUT046,1679.107652
FDZ07,OUT013,1024.7128059999998
FDK43,OUT035,1899.5806639999998
FDR32,OUT018,3787.762832
FDT39,OUT013,2213.924818
NCV54,OUT017,1868.7341500000005
FDF38,OUT018,616.2378480000002
FDV60,OUT046,2769.2219920000002
FDH44,OUT027,2568.050522
FDS21,OUT046,828.108724
NCL41,OUT045,579.692086
FDM46,OUT017,1399.072172
FDU27,OUT045,668.010456
NCJ54,OUT017,3953.027708
DRG51,OUT018,2831.354448
NCA29,OUT019,2833.891146
FDR47,OUT045,2874.777924
NCL19,OUT027,2132.5840319999998
DRG01,OUT049,1249.2072500000002
FDG10,OUT046,811.6767800000001
NCV05,OUT049,2097.982406
NCH18,OUT019,3757.635382
FDV14,OUT018,1197.4745899999998
DRJ23,OUT035,2789.0362
DRJ11,OUT046,2952.936186
FDZ03,OUT017,3358.5948099999996
FDI27,OUT010,685.3079399999999
FDJ14,OUT018,1282.5105660000002
FDU32,OUT017,1929.4151619999998
FDD47,OUT027,3309.2323980000006
DRF36,OUT035,2767.783864000001
FDM21,OUT046,4061.3267360000004
FDV10,OUT018,661.292534
FDH60,OUT018,2685.431061999999
FDX47,OUT010,2006.747832
FDT19,OUT019,2711.090994
FDO11,OUT045,3813.575898
FDH24,OUT027,2571.612552
FDL02,OUT018,1420.244612
FDB02,OUT049,2643.765298
FDA43,OUT046,2854.4776819999997
FDG52,OUT045,749.9637780000002
DRC12,OUT013,2780.9067819999996
FDY37,OUT018,2120.5863160000004
NCU18,OUT045,2151.312986
FDU09,OUT035,788.4004119999997
DRJ25,OUT027,798.553862
DRE12,OUT018,1651.3038439999998
